,index,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
45806,115,droplet,3m,30m,male,Lung,,,Foxf2,-8.496944427490234,0.00024065328761935234,6.661252882622648e-07,0.0003439380379859358,9.705302021830449e-230
11439,289,droplet,3m,24m,male,Kidney,,,Mxra7,-8.4957857131958,1.8436441678204574e-05,5.1071936013613595e-08,7.453371654264629e-05,1.1513636801073646e-09
11440,290,droplet,3m,24m,male,Kidney,,,Gnai1,-8.4954195022583,3.146570816170424e-05,8.718792088302507e-08,8.315111335832626e-05,2.1894848022933672e-28
62355,85,droplet,3m,18m,male,,,,Alx1,-8.493947982788086,9.768725249159615e-06,2.7094969823338033e-08,5.502957719727419e-05,1.267277221785068e-14
45807,116,droplet,3m,30m,male,Lung,,,Col1a1,-8.493880271911621,0.0011470395838841796,3.18174693347828e-06,0.0014281177427619696,2.344068620188723e-309
53313,280,droplet,24m,30m,male,Kidney,,,Agphd1,8.492643356323242,3.522242195685976e-07,0.00012687055277638137,0.00021343484695535153,0.0
69755,99,droplet,24m,30m,male,,,,Grhl3,-8.492593765258789,2.1793841369799338e-05,6.050639456134377e-08,7.800060120644048e-05,8.295172961283365e-85
109157,64,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Diap1,8.490489959716797,2.1613135459119803e-07,7.773414108669385e-05,1.5771256585139781e-06,0.0
101793,252,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Alg2,-8.487577438354492,5.185744885238819e-05,1.4447499552261434e-07,0.00012091126700397581,1.0256705837633233e-10
69756,100,droplet,24m,30m,male,,,,Slc22a28,8.48568058013916,2.4299051659681936e-08,8.710667316336185e-06,6.462476449087262e-05,9.260278770462742e-12
64545,67,droplet,3m,24m,male,,,,Sftpb,-8.485088348388672,3.8768062950111926e-05,1.0819422158192538e-07,0.000777368142735213,7.102270984992169e-08
62356,86,droplet,3m,18m,male,,,,A230065H16Rik,-8.484585762023926,4.631864430848509e-05,1.2931168669183535e-07,0.00019264029106125236,1.9716579494418226e-168
28824,39,facs,3m,24m,male,BAT,,,Krt15,8.480878829956055,1.942192511705798e-06,0.0006938912556506693,0.0022924491204321384,3.0926467947096287e-13
67112,125,droplet,3m,30m,male,,,,Amy2b,8.480796813964844,2.3111839553280333e-08,8.257097761088517e-06,0.00011124523734906688,1.4585284906449836e-08
53314,281,droplet,24m,30m,male,Kidney,,,Atp6v1g3,8.480278968811035,3.273117386015656e-07,0.00011689102393575013,0.0008949774783104658,2.0564860718008104e-17
45808,117,droplet,3m,30m,male,Liver,,,Gldc,-8.480182647705078,0.00011261599865974858,3.153619729800994e-07,0.00018666457617655396,3.4007518720465146e-32
53315,282,droplet,24m,30m,male,Kidney,,,Plat,8.479561805725098,1.589977500771056e-07,5.675395732396282e-05,0.0004130620218347758,4.734964928192478e-19
11441,291,droplet,3m,24m,male,Kidney,,,Kcnj16,-8.476672172546387,0.00033346976852044463,9.36102480864065e-07,0.00039975609979592264,3.324131132469348e-177
115269,253,facs,3m,24m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Rps4y2,-8.474762916564941,4.696030373452231e-05,1.3199874615565932e-07,7.973558240337297e-05,1.1034597976835813e-11
98647,35,facs,18m,24m,male,Aorta,Heart,fibroblast of cardiac tissue,Nfe2l1,-8.472389221191406,5.545794192585163e-05,1.5614122617080284e-07,9.012900409288704e-05,9.898770816573509e-06
53316,283,droplet,24m,30m,male,Kidney,,,Cldn4,8.472110748291016,8.183505428860371e-08,2.9060563974780962e-05,0.0001397708256263286,9.47605345086767e-38
98746,91,facs,3m,24m,male,Liver,Hepatocytes,,Mup15,-8.4717435836792,4.070740033057518e-05,1.1466228500012221e-07,6.185849633766338e-05,4.137934797836347e-12
53317,284,droplet,24m,30m,male,Kidney,,,Pcbd1,8.47042465209961,1.1448416898929281e-06,0.0004060671490151435,0.0004414162540342659,0.0
67113,126,droplet,3m,30m,male,,,,Stfa1,8.467707633972168,6.079898184907506e-08,2.1524709154618904e-05,0.00034193656756542623,8.68815259256869e-29
11442,292,droplet,3m,24m,male,Kidney,,,Wscd1,-8.466939926147461,2.0205765395076014e-05,5.7103761719190516e-08,7.57557645556517e-05,6.975087726976333e-12
53318,285,droplet,24m,30m,male,Kidney,,,Slc38a5,-8.462800979614258,1.82568564923713e-05,5.174407391450586e-08,0.00011159339192090556,3.6462946796392416e-19
62357,87,droplet,3m,18m,male,,,,Hpx,-8.461557388305664,7.998316868906841e-05,2.2688935530368326e-07,0.0007007429376244545,1.6311403087832266e-55
11443,293,droplet,3m,24m,male,Kidney,,,Il17rc,-8.460886001586914,2.1164945792406797e-05,6.006609254427531e-08,6.868126365588978e-05,2.803298190281346e-16
53319,286,droplet,24m,30m,male,Kidney,,,Gas6,8.45926570892334,8.446175456811034e-07,0.0002972715301439166,0.0003709039883688092,0.0
101794,254,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ubfd1,-8.455962181091309,3.5543016565497965e-05,1.0121657112449611e-07,9.18818186619319e-05,7.483753541063905e-08
111018,65,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,basal cell,Serpinb11,-8.455628395080566,3.493280382826924e-05,9.950188939455984e-08,0.0001703077432466671,8.250550084450365e-07
45809,118,droplet,3m,30m,male,Liver,,,Gulo,-8.451786041259766,0.0002317389298696071,6.618462293772609e-07,0.000421308126533404,1.738742213355125e-26
119379,255,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Exosc4,-8.450161933898926,0.00015662955411244184,4.4783760699829145e-07,3.3703377994243056e-05,2.0785242565461697e-10
11444,294,droplet,3m,24m,male,Kidney,,,Slc18a1,-8.45008659362793,6.317546649370342e-05,1.8064105233861483e-07,0.00014383748930413276,3.425873750993076e-44
87261,256,facs,3m,24m,male,Marrow,B-cells,late pro-B cell,Ibtk,-8.450016975402832,4.818322486244142e-05,1.3777933816072618e-07,9.76449009613134e-05,9.260328622456079e-07
67114,127,droplet,3m,30m,male,,,,Ctrc,8.44869327545166,2.6691335364148472e-08,9.326028703071643e-06,6.489016959676519e-05,5.632332499185461e-14
11445,295,droplet,3m,24m,male,Kidney,,,Ptprf,-8.44836711883545,0.00012179965415270999,3.4868463671955396e-07,0.00020714873971883208,1.7905219932515567e-84
53320,287,droplet,24m,30m,male,Kidney,,,Slc2a5,8.447980880737305,6.350019532419537e-08,2.2175703634275123e-05,7.21933611202985e-05,5.3339317248212514e-52
45810,119,droplet,3m,30m,male,Lung,,,Tmem132c,-8.447270393371582,5.719780529034324e-05,1.6386827894621092e-07,0.00012924292241223156,2.673524813434297e-80
91404,66,facs,3m,18m,female,Lung,EPCAM,respiratory basal cell,Polr2e,8.446296691894531,6.631168503190565e-07,0.00023130200861487538,0.00013884660438634455,2.0807820528118e-14
45811,120,droplet,3m,30m,male,Lung,,,Adamtsl2,-8.443623542785645,1.1201607776456513e-05,3.217235544639152e-08,5.3413674322655424e-05,1.8610641273474614e-08
11446,296,droplet,3m,24m,male,Kidney,,,Atp4a,-8.443442344665527,5.005354978493415e-05,1.4378127843883703e-07,0.00016709112969692796,5.071719648251477e-19
45812,121,droplet,3m,30m,male,Liver,,,Cyp2d10,-8.439441680908203,0.0006926369969733059,1.9951717149524484e-06,0.0006310900207608938,5.460527643284497e-116
88947,257,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,astrocyte,St13,-8.438573837280273,6.251533341128379e-05,1.801856939209756e-07,0.00013376834976952523,9.40018696270451e-07
71412,4,droplet,3m,21m,female,Spleen,,B cell,Upk1a,8.438472747802734,1.41986049584375e-07,4.9258607759838924e-05,0.0001344506163150072,5.586219191508821e-100
53321,288,droplet,24m,30m,male,Kidney,,,Myo5b,8.436056137084961,7.53829922928162e-08,2.6108693418791518e-05,7.088763231877238e-05,9.91192786180191e-75
96086,258,facs,3m,24m,male,BAT,Fat,myeloid cell,Reg3b,8.435089111328125,2.9729775974374206e-07,0.00010289826605003327,0.00027377629885450006,2.5452960928979097e-08
119490,259,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Ppp2r5c,-8.43494987487793,0.00011283116327831522,3.260279584083037e-07,0.00020532385678961873,3.3811744423070825e-16
116341,260,facs,3m,24m,male,Heart,RA,B cell,Txn1,8.43431568145752,7.302115818674793e-07,0.00025259883841499686,0.0003267985593993217,6.70964949402004e-07
62358,88,droplet,3m,18m,male,,,,Cyp2d10,-8.434240341186523,1.4542563803843223e-05,4.2040838366119715e-08,0.00013497317559085786,1.9099565633809343e-21
17394,276,facs,3m,18m,female,Liver,,,Trim35,8.432516098022461,2.1228437674380984e-07,7.334329711738974e-05,0.00020213179232086986,2.039607653858663e-11
11447,297,droplet,3m,24m,male,Kidney,,,Plxnb1,-8.43177604675293,2.9734317649854347e-05,8.610639667949727e-08,9.918880823533982e-05,1.9034918232002237e-17
17395,277,facs,3m,18m,female,Liver,,,Spry2,8.431384086608887,1.0310799325452535e-07,3.5595578083302826e-05,0.00010523420496610925,5.056274781204095e-09
17396,278,facs,3m,18m,female,Liver,,,Irf8,8.430808067321777,9.838570349529618e-07,0.00033951460500247777,0.0009079404408112168,1.5395395477270463e-12
119491,261,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,oligodendrocyte,Fam13c,-8.430798530578613,2.9088236260577105e-05,8.429252318364888e-08,6.343486893456429e-05,2.5044252748096723e-09
39122,7,droplet,3m,18m,male,Lung,,,Stmn2,8.428644180297852,4.427800206485699e-07,0.00015256807091645896,0.00041137641528621316,1.0281988839667477e-80
64135,36,droplet,3m,21m,female,,,,Nkx6-1,8.42668342590332,2.9674669832502332e-08,1.0211395419901237e-05,8.343621448148042e-05,2.290220479175676e-15
87562,67,facs,3m,18m,male,Marrow,B-cells,precursor B cell,Myh9,-8.426438331604004,7.824078784324229e-05,2.2741583904917206e-07,0.00017885930719785392,9.855416263235498e-06
45813,122,droplet,3m,30m,male,Liver,,,Sash3,8.422253608703613,9.95518192326017e-08,3.41510858561378e-05,6.036114791641012e-05,2.103291819466513e-93
64546,68,droplet,3m,24m,male,,,,Slc22a8,-8.421293258666992,1.0864416253753006e-05,3.16906358932556e-08,0.00010285269672749564,1.0546226500740714e-13
45814,123,droplet,3m,30m,male,Liver,,,Igfbp1,-8.421018600463867,0.00037195769255049527,1.085210669771186e-06,0.0005223005427978933,8.606857010666245e-47
67115,128,droplet,3m,30m,male,,,,Mia1,-8.418553352355957,0.0004996240604668856,1.4601788507206948e-06,0.001366552896797657,0.0
79011,68,facs,3m,18m,female,Trachea,,chondrocyte,2510003E04Rik,-8.418418884277344,4.5993616367923096e-05,1.3443050761452469e-07,8.084439468802884e-05,4.190889541933654e-06
11448,298,droplet,3m,24m,male,Kidney,,,Dll4,-8.41702938079834,4.391628681332804e-05,1.2848252595176746e-07,0.0001617420930415392,5.931249918247937e-15
45815,124,droplet,3m,30m,male,Liver,,,Axl,8.41675853729248,8.49516652579041e-07,0.000290314870653674,0.0002497544919606298,0.0
39123,8,droplet,3m,18m,male,Lung,,,Cldn5,8.414775848388672,5.615615464193979e-06,0.001916449167765677,0.004164466168731451,7.373355924035949e-128
67116,129,droplet,3m,30m,male,,,,Hbq1b,8.414460182189941,4.335507597374999e-08,1.4792954061704222e-05,8.116490789689124e-05,9.724690790379064e-39
17397,279,facs,3m,18m,female,Liver,,,Cd38,8.410359382629395,5.465845447361062e-07,0.0001859639014583081,0.00037607408012263477,1.7333407137841228e-24
45816,125,droplet,3m,30m,male,Liver,,,Ly6a,8.40733814239502,4.52364429293084e-06,0.0015358522068709135,0.0012635302264243364,0.0
11449,299,droplet,3m,24m,male,Kidney,,,Pmp22,-8.406940460205078,7.561127858934924e-05,2.2276314837199607e-07,0.00021464197197929025,3.7738755440223193e-28
45817,126,droplet,3m,30m,male,Lung,,,Cd6,8.406418800354004,2.7455513418317423e-08,9.316001523984596e-06,7.166933210100979e-05,2.553456048152992e-09
91405,69,facs,3m,18m,female,Lung,EPCAM,respiratory basal cell,Cept1,8.406179428100586,5.145740260559251e-07,0.00017456647765357047,0.00014468800509348512,7.112283955493625e-06
53322,289,droplet,24m,30m,male,Kidney,,,Sparcl1,8.40464973449707,6.198390423151068e-08,2.1005727830925025e-05,0.0001612108899280429,1.1296250825668478e-13
62359,89,droplet,3m,18m,male,,,,Scg2,8.404648780822754,3.0070631851231155e-07,0.00010190496686846018,0.0005599067662842572,2.8500617175202304e-148
93926,70,facs,3m,18m,male,MAT,Fat,"CD8-positive, alpha-beta T cell",Lars2,-8.403491973876953,0.002957564080134034,8.734358743822668e-06,0.0014606285840272903,4.790449008427164e-15
69757,101,droplet,24m,30m,male,,,,D630042F21Rik,8.401537895202637,6.315437417470093e-08,2.1356265278882347e-05,0.00023379323829431087,3.4232266717007207e-46
79012,71,facs,3m,18m,male,Trachea,,chondrocyte,Pum1,-8.401174545288086,5.395470725488849e-05,1.5959568600010243e-07,8.527265163138509e-05,9.661083841032833e-06
45818,127,droplet,3m,30m,male,Liver,,,Ces3a,-8.398375511169434,0.0010614385828375816,3.145805749227293e-06,0.0008390371804125607,2.7004004884530466e-155
53323,290,droplet,24m,30m,male,Kidney,,,C77080,8.398347854614258,8.688681418789201e-08,2.931659582827706e-05,9.121545735979453e-05,5.800196075732297e-72
69758,102,droplet,24m,30m,male,,,,Fabp2,8.394651412963867,3.0810107887191407e-07,0.00010368993389420211,0.0010277795372530818,1.049459205776082e-112
11450,300,droplet,3m,24m,male,Kidney,,,Slc30a2,-8.39388656616211,4.115004412597045e-05,1.2233626023316901e-07,0.00010746072075562552,3.1635542519596676e-31
45819,128,droplet,3m,30m,male,Liver,,,Ugt2b1,-8.393537521362305,0.0003932023828383535,1.1692550287989434e-06,0.0004184280114714056,5.951011776138087e-84
17398,280,facs,3m,18m,female,Liver,,,Rftn1,8.390955924987793,2.9303981818884495e-07,9.836885146796703e-05,0.0003194755990989506,2.5896172642894225e-07
67117,130,droplet,3m,30m,male,,,,Grhl3,-8.390398979187012,2.0303459677961655e-05,6.050639456134377e-08,7.227465539472178e-05,2.3222243289045347e-68
11451,301,droplet,3m,24m,male,Kidney,,,Efnb2,-8.390254020690918,2.7916319595533423e-05,8.320220956647972e-08,0.00011658929724944755,2.7456128484796877e-10
121244,262,facs,3m,24m,male,Marrow,T-cells,precursor B cell,Tram1,-8.38908576965332,0.0005417905631475151,1.6160867062353645e-06,0.0006839184206910431,1.0464076371771474e-12
11452,302,droplet,3m,24m,male,Spleen,,,Cldn13,8.385411262512207,2.190963215298325e-07,7.32651460566558e-05,0.0003480186278466135,9.674727124853525e-35
100208,92,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,,Ccdc13,-8.382830619812012,3.0407620215555653e-05,9.109491116987556e-08,9.474300168221816e-05,1.3479907955429625e-12
45820,129,droplet,3m,30m,male,Liver,,,Clec1b,8.381645202636719,1.2750730320476578e-06,0.0004252674407325685,0.0003535602882038802,0.0
53324,291,droplet,24m,30m,male,Kidney,,,Nfib,8.380918502807617,2.454833349929686e-07,8.183361933333799e-05,0.00014794750313740224,4.059319869754852e-295
67118,131,droplet,3m,30m,male,,,,Pkp1,-8.380651473999023,8.837257337290794e-05,2.6514805995248025e-07,0.0002345612010685727,0.0
39124,9,droplet,3m,18m,male,Lung,,,Ddah1,8.380081176757812,9.452424620803868e-08,3.149223994114436e-05,0.00011548087059054524,1.5205542748217048e-34
53325,292,droplet,24m,30m,male,Kidney,,,Fam71a,8.376359939575195,2.6982275969089642e-08,8.96665187610779e-06,5.0582286348799244e-05,1.6683787529379122e-08
53326,293,droplet,24m,30m,male,Kidney,,,Ccl7,8.375833511352539,9.058681627038823e-08,3.009170904988423e-05,0.0002971746143884957,2.1565052623964135e-08
11453,303,droplet,3m,24m,male,Kidney,,,Ush1c,-8.375333786010742,4.713418456958607e-05,1.4194046116244863e-07,0.00010179090168094262,1.0439824939005088e-46
117641,93,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,,Arc,-8.375276565551758,6.377265526680276e-05,1.9205377554953884e-07,0.00017004026449285448,1.0694223551014075e-12
100209,94,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,,Soat1,-8.374743461608887,2.8356686016195454e-05,8.54282262707784e-08,0.00011362924851709977,1.8184858681700988e-06
101795,263,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Blcap,-8.374645233154297,4.814963540411554e-05,1.4506768764022127e-07,0.00010132363968295977,9.076415736168568e-14
53327,294,droplet,24m,30m,male,Kidney,,,Pzp,8.37386703491211,3.194346120949376e-08,1.0596945685392711e-05,5.3547155403066427e-05,1.1986727305696819e-12
11454,304,droplet,3m,24m,male,Kidney,,,Cebpe,8.373513221740723,7.884963082460672e-08,2.6150730263907462e-05,0.00013012767885811627,9.74912711250218e-34
101796,264,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Ston2,-8.370598793029785,2.800975926220417e-05,8.462585299184866e-08,6.899117579450831e-05,1.3063502922992583e-08
67119,132,droplet,3m,30m,male,,,,Mgat4c,8.369492530822754,4.743186465816507e-08,1.568727384437807e-05,0.00012536690337583423,6.256042282356033e-38
17399,281,facs,3m,18m,female,Liver,,,Fyn,8.368926048278809,3.3544279176567215e-07,0.00011089643521700054,0.0002505736774764955,8.421635631378416e-19
53328,295,droplet,24m,30m,male,Liver,,,Prodh2,-8.368243217468262,0.000154227513121441,4.667333541874541e-07,0.00025039329193532467,3.024927107104323e-06
11455,305,droplet,3m,24m,male,Kidney,,,Egfl6,-8.365911483764648,3.5093667975161225e-05,1.0637370451149764e-07,0.0001271519431611523,4.706394401972591e-15
62360,90,droplet,3m,18m,male,,,,Apoc4,-8.36460018157959,5.772937583969906e-05,1.7514548744657077e-07,0.0004269068012945354,1.0606901496607101e-73
17400,282,facs,3m,18m,female,Liver,,,Aqp1,8.363749504089355,2.283726416862919e-06,0.0007522874511778355,0.0015962972538545728,5.2858796850952555e-22
45821,130,droplet,3m,30m,male,Lung,,,St8sia2,-8.362932205200195,4.981733945896849e-05,1.5131581676541828e-07,0.00013720584684051573,1.1578656121103163e-53
62361,91,droplet,3m,18m,male,,,,Col9a2,-8.362873077392578,0.0002118937118211761,6.43638088604348e-07,0.0006082376930862665,0.0
101797,265,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Stx5a,-8.362791061401367,4.2649695387808606e-05,1.295572076287499e-07,9.650162246543914e-05,2.2241364833076738e-11
101798,266,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Galnt1,-8.362360000610352,3.681254747789353e-05,1.118589452175911e-07,8.681920007802546e-05,4.518300424577401e-10
17401,283,facs,3m,18m,female,Mammary_Gland,,,Serpinb11,-8.361671447753906,2.171832056774292e-05,6.602461866123122e-08,0.00013520591892302036,4.238649563279062e-06
11456,306,droplet,3m,24m,male,Kidney,,,Ecscr,-8.360957145690918,6.451457738876343e-05,1.9622606828306743e-07,0.00018906946934293956,5.722354420136935e-26
53329,296,droplet,24m,30m,male,Kidney,,,Rhd,-8.360471725463867,0.00014831667067483068,4.5126992631594476e-07,0.0008507074671797454,9.528653757451601e-34
45822,131,droplet,3m,30m,male,Liver,,,Ankrd44,8.359636306762695,6.523566042915263e-08,2.1428555555758066e-05,6.1465245380532e-05,6.829537974497455e-34
101799,267,facs,3m,24m,male,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,Tbc1d12,-8.359151840209961,1.7863454559119418e-05,5.4400381088726135e-08,4.337191421655007e-05,9.981106332181209e-08
93752,72,facs,3m,18m,male,MAT,Fat,B cell,Lars2,-8.356151580810547,0.0024177832528948784,7.378449026873568e-06,0.0013093245215713978,3.557314283773443e-50
94215,73,facs,3m,18m,female,BAT,Fat,mesenchymal stem cell of adipose,Dok1,8.354125022888184,1.324565118920873e-06,0.00043342678691260517,2.572993435023818e-05,1.0766130071614857e-178
64547,69,droplet,3m,24m,male,,,,D630042F21Rik,-8.353569984436035,2.0657867935369723e-05,6.315437417470093e-08,0.0002465838915668428,6.488788135039287e-21
11457,307,droplet,3m,24m,male,Kidney,,,Sgce,-8.353208541870117,1.867246646725107e-05,5.709889805416424e-08,7.68244281061925e-05,2.447039814809691e-09
53330,297,droplet,24m,30m,male,Kidney,,,Il34,8.350396156311035,4.9460844309123786e-08,1.6143212633323856e-05,6.109339301474392e-05,1.729402963563448e-30
11458,308,droplet,3m,24m,male,Kidney,,,Myo5b,-8.350333213806152,2.46025447268039e-05,7.53829922928162e-08,6.68252250761725e-05,2.1508917228832803e-24
45823,132,droplet,3m,30m,male,Lung,,,Lum,-8.346126556396484,0.000306331436149776,9.413616908204858e-07,0.001083026989363134,2.9526865075231153e-35
45824,133,droplet,3m,30m,male,Liver,,,Cpn2,-8.344659805297852,0.0002012020704569295,6.189262649058946e-07,0.0002740491181612015,1.1270945347250295e-49
64136,37,droplet,3m,21m,female,,,,Tff2,8.343132019042969,2.9905415033226745e-08,9.711742677609436e-06,0.00014084573194850236,1.2787475753068596e-09
6717,38,facs,18m,24m,male,Spleen,,,Ins2,8.34280776977539,6.705560906539176e-08,2.177092210331466e-05,3.699918306665495e-05,2.9105441356010587e-42
62362,92,droplet,3m,18m,male,,,,G6pc2,8.34195327758789,8.54695016982987e-08,2.7732843591365963e-05,0.00018553744303062558,1.2356831008174148e-62
